web-scraper-order,web-scraper-start-url,price,bedrooms,bathrooms,area,address,zip-code,colony,city,state,country
1689263923-1144,https://propiedades.com/guadalajara/casas-venta?pagina=103,2960000,3,1,116,CIRCUNVALACION BELISARIO,44330,Circunvalación Belisario,Guadalajara,Jalisco,México
1689263923-1145,https://propiedades.com/guadalajara/casas-venta?pagina=103,2960000,3,1,116,CIRCUNVALACION BELISARIO,44330,Circunvalación Belisario,Guadalajara,Jalisco,México
1689263923-1146,https://propiedades.com/guadalajara/casas-venta?pagina=103,1650000,2,1,89,Miguel Eguiluz,44240,Rancho Nuevo 1ra. Sección,Guadalajara,Jalisco,México
1689263923-1147,https://propiedades.com/guadalajara/casas-venta?pagina=103,1650000,2,1,67,privada,44410,Medrano,Guadalajara,Jalisco,México
1689263923-1148,https://propiedades.com/guadalajara/casas-venta?pagina=103,3150000,4,3,245,ramon,44730,San Juan Bosco,Guadalajara,Jalisco,México
1689263923-1149,https://propiedades.com/guadalajara/casas-venta?pagina=103,3500000,6,3,358,Javier Mina 865,44700,Oblatos,Guadalajara,Jalisco,México
1689263923-1150,https://propiedades.com/guadalajara/casas-venta?pagina=103,33900000,5,6,804,Avenida de la Paz,44160,Americana,Guadalajara,Jalisco,México
1689263923-1151,https://propiedades.com/guadalajara/casas-venta?pagina=103,10690000,4,4,427,....,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263923-1152,https://propiedades.com/guadalajara/casas-venta?pagina=103,13570000,3,3,232,Mar Caspio,44610,Country Club,Guadalajara,Jalisco,México
1689263932-1153,https://propiedades.com/guadalajara/casas-venta?pagina=102,1800000,3,1,100,José Arteaga #3629,44970,Francisco Villa,Guadalajara,Jalisco,México
1689263932-1154,https://propiedades.com/guadalajara/casas-venta?pagina=102,3750000,5,3,170,Río Zapotlanejo #1474,44870,Atlas Poniente,Guadalajara,Jalisco,México
1689263932-1155,https://propiedades.com/guadalajara/casas-venta?pagina=102,2300000,3,1,178,Heriberto M. Aja #885,44970,5 de mayo,Guadalajara,Jalisco,México
1689263932-1156,https://propiedades.com/guadalajara/casas-venta?pagina=102,12500000,5,4,454,null,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689263932-1157,https://propiedades.com/guadalajara/casas-venta?pagina=102,635000,3,3,137,null,44770,Lagos de Oriente,Guadalajara,Jalisco,México
1689263932-1158,https://propiedades.com/guadalajara/casas-venta?pagina=102,5590000,3,2,215,null,44610,Lomas Del Country,Guadalajara,Jalisco,México
1689263932-1159,https://propiedades.com/guadalajara/casas-venta?pagina=102,5600000,3,1,215,Lomas Del Country,44610,Lomas Del Country,Guadalajara,Jalisco,México
1689263932-1160,https://propiedades.com/guadalajara/casas-venta?pagina=102,2000000,5,3,169,Manuel de Gorostiza,44790,Jardines de San Francisco,Guadalajara,Jalisco,México
1689263932-1161,https://propiedades.com/guadalajara/casas-venta?pagina=102,7450000,4,3,301,BOLONIA,44648,Italia Providencia,Guadalajara,Jalisco,México
1689263932-1162,https://propiedades.com/guadalajara/casas-venta?pagina=102,10500000,5,3,320,Juan Ruiz de Aracón,44500,Arcos Sur,Guadalajara,Jalisco,México
1689263932-1163,https://propiedades.com/guadalajara/casas-venta?pagina=102,6789000,4,3,336,Monumental,44320,Monumental,Guadalajara,Jalisco,México
1689263932-1164,https://propiedades.com/guadalajara/casas-venta?pagina=102,7000000,6,4,430,Independencia,44340,Independencia Oriente,Guadalajara,Jalisco,México
1689263932-1165,https://propiedades.com/guadalajara/casas-venta?pagina=102,3350000,3,3,200,.,44490,Lázaro Cárdenas,Guadalajara,Jalisco,México
1689263932-1166,https://propiedades.com/guadalajara/casas-venta?pagina=102,3150000,3,1,261,San Rafael,44810,San Rafael,Guadalajara,Jalisco,México
1689263932-1167,https://propiedades.com/guadalajara/casas-venta?pagina=102,1215000,3,3,81,.,44720,Balcones de Oblatos,Guadalajara,Jalisco,México
1689263932-1168,https://propiedades.com/guadalajara/casas-venta?pagina=102,1082000,2,2,130,JOSE MA VEREA,44800,San Antonio,Guadalajara,Jalisco,México
1689263932-1169,https://propiedades.com/guadalajara/casas-venta?pagina=102,2082961,2,2,100,ANTONIO CORREA #0000,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689263932-1170,https://propiedades.com/guadalajara/casas-venta?pagina=102,1659163,2,2,100,Samuel Navarro #000,44960,López Portillo,Guadalajara,Jalisco,México
1689263932-1171,https://propiedades.com/guadalajara/casas-venta?pagina=102,738800,2,2,90,GENERAL CORONADO #00,44600,Villaseñor,Guadalajara,Jalisco,México
1689263932-1172,https://propiedades.com/guadalajara/casas-venta?pagina=102,1494000,2,2,150,SAN MELCHOR,44350,Santa María,Guadalajara,Jalisco,México
1689263932-1173,https://propiedades.com/guadalajara/casas-venta?pagina=102,1095000,3,2,135,ISLA ABACO,44950,Jardines de San José,Guadalajara,Jalisco,México
1689263932-1174,https://propiedades.com/guadalajara/casas-venta?pagina=102,1659163,2,2,100,Samuel Navarro #000,44960,López Portillo,Guadalajara,Jalisco,México
1689263932-1175,https://propiedades.com/guadalajara/casas-venta?pagina=102,2980000,3,2,187,Alvarez del Castillo 692,44730,San Juan Bosco,Guadalajara,Jalisco,México
1689263932-1176,https://propiedades.com/guadalajara/casas-venta?pagina=102,10700000,6,3,455,Calle Vidrio,44160,Americana,Guadalajara,Jalisco,México
1689263939-1177,https://propiedades.com/guadalajara/casas-venta?pagina=101,1700000,3,1,100,San Esteban 1016 #1016,44360,La Perla,Guadalajara,Jalisco,México
1689263939-1178,https://propiedades.com/guadalajara/casas-venta?pagina=101,5900000,3,3,320,Francisco Medina de la Torre,44825,Popular Hornos,Guadalajara,Jalisco,México
1689263939-1179,https://propiedades.com/guadalajara/casas-venta?pagina=101,9900000,6,3,361,Reforma #3072,44670,Monraz,Guadalajara,Jalisco,México
1689263939-1180,https://propiedades.com/guadalajara/casas-venta?pagina=101,24000000,3,2,131,Manuel de Mimbela #2037,44210,Jardines del Country,Guadalajara,Jalisco,México
