web-scraper-order,web-scraper-start-url,price,bedrooms,bathrooms,area,address,zip-code,colony,city,state,country
1689264032-1447,https://propiedades.com/guadalajara/casas-venta?pagina=90,2500000,3,1,105,Rio Oro,44870,Atlas,Guadalajara,Jalisco,México
1689264032-1448,https://propiedades.com/guadalajara/casas-venta?pagina=90,2200000,3,2,198,SAN FELIPE,44100,Guadalajara Centro,Guadalajara,Jalisco,México
1689264032-1449,https://propiedades.com/guadalajara/casas-venta?pagina=90,19000000,5,4,713,MAR ROJO,44610,Lomas Del Country,Guadalajara,Jalisco,México
1689264032-1450,https://propiedades.com/guadalajara/casas-venta?pagina=90,3300000,5,1,170,Puebla,44200,Artesanos,Guadalajara,Jalisco,México
1689264032-1451,https://propiedades.com/guadalajara/casas-venta?pagina=90,2500000,3,1,105,Rio Oro,44870,Atlas,Guadalajara,Jalisco,México
1689264032-1452,https://propiedades.com/guadalajara/casas-venta?pagina=90,3200000,3,2,131,isla malta,44950,Jardines Del Sur,Guadalajara,Jalisco,México
1689264032-1453,https://propiedades.com/guadalajara/casas-venta?pagina=90,1800000,2,2,100,esteban,44730,San Juan Bosco,Guadalajara,Jalisco,México
1689264032-1454,https://propiedades.com/guadalajara/casas-venta?pagina=90,1800000,2,2,260,Emiliano Zapata 3105,44980,Emiliano Zapata,Guadalajara,Jalisco,México
1689264032-1455,https://propiedades.com/guadalajara/casas-venta?pagina=90,841200,3,3,154,AV EL FARO #00,44540,Bosques de La Victoria,Guadalajara,Jalisco,México
1689264032-1456,https://propiedades.com/guadalajara/casas-venta?pagina=90,1550000,2,1,100,c,44419,Hernández Romo,Guadalajara,Jalisco,México
1689264032-1457,https://propiedades.com/guadalajara/casas-venta?pagina=90,1370200,3,2,195,null,44240,Estadio,Guadalajara,Jalisco,México
1689264032-1458,https://propiedades.com/guadalajara/casas-venta?pagina=90,1200000,3,1,78,Arq. J. Luis Barragán & Arquitecto Pedro Castellanos,44990,Miravalle,Guadalajara,Jalisco,México
1689264032-1459,https://propiedades.com/guadalajara/casas-venta?pagina=90,9000000,5,7,1,C. UNIVERSO #941,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689264032-1460,https://propiedades.com/guadalajara/casas-venta?pagina=90,11850000,3,3,500,Av. Faro #2545,44560,Fraccionamiento Residencial Victoria,Guadalajara,Jalisco,México
1689264032-1461,https://propiedades.com/guadalajara/casas-venta?pagina=90,1990000,8,2,223,Salvador Mota #1297,44970,Echeverría 3a. Sección,Guadalajara,Jalisco,México
1689264032-1462,https://propiedades.com/guadalajara/casas-venta?pagina=90,4550000,7,3,371,Juan Álvarez #941,44200,El Santuario,Guadalajara,Jalisco,México
1689264032-1463,https://propiedades.com/guadalajara/casas-venta?pagina=90,4995000,5,2,237,Rios Amazonas #1520,44870,Atlas,Guadalajara,Jalisco,México
1689264032-1464,https://propiedades.com/guadalajara/casas-venta?pagina=90,4280000,6,1,235,Rio Amazonas #1518,44870,Atlas,Guadalajara,Jalisco,México
1689264040-1465,https://propiedades.com/guadalajara/casas-venta?pagina=89,8950000,3,4,276,Turquesa #3217,44535,Villa La Victoria,Guadalajara,Jalisco,México
1689264040-1466,https://propiedades.com/guadalajara/casas-venta?pagina=89,2995000,4,1,340,Balbino Davalos #466,44280,El Retiro,Guadalajara,Jalisco,México
1689264040-1467,https://propiedades.com/guadalajara/casas-venta?pagina=89,18500000,9,7,768,Arcos #688,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689264040-1468,https://propiedades.com/guadalajara/casas-venta?pagina=89,2290000,3,2,154,Los artistas #1894,44300,San Miguel de Huentitán El Alto 1a Secc,Guadalajara,Jalisco,México
1689264040-1469,https://propiedades.com/guadalajara/casas-venta?pagina=89,2790000,4,2,200,Siderurgia #1358,44490,Parque Industrial El Álamo,Guadalajara,Jalisco,México
1689264040-1470,https://propiedades.com/guadalajara/casas-venta?pagina=89,2780000,4,3,170,HACIENDA HUESCALAPA #1637,44700,Oblatos,Guadalajara,Jalisco,México
1689264040-1471,https://propiedades.com/guadalajara/casas-venta?pagina=89,645000,3,2,140,Josefa Ortiz Domínguez #3416,44750,Barajas Villaseñor San Pablo,Guadalajara,Jalisco,México
1689264040-1472,https://propiedades.com/guadalajara/casas-venta?pagina=89,2300000,4,3,170,GENARO GODINA  #1893,44700,Santa Cecilia 3a. Sección,Guadalajara,Jalisco,México
1689264040-1473,https://propiedades.com/guadalajara/casas-venta?pagina=89,6850000,4,4,360,Universo #706,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689264040-1474,https://propiedades.com/guadalajara/casas-venta?pagina=89,1750000,4,1,144,DIONISIO RODRÍGUEZ #919,44700,Oblatos,Guadalajara,Jalisco,México
1689264040-1475,https://propiedades.com/guadalajara/casas-venta?pagina=89,8500000,4,3,320,Santa Fe  #3103,44638,Providencia 5a Secc,Guadalajara,Jalisco,México
1689264040-1476,https://propiedades.com/guadalajara/casas-venta?pagina=89,1190000,3,2,220,TEODOMIRO MANZANO #4711,44984,Balcones Del 4,Guadalajara,Jalisco,México
1689264040-1477,https://propiedades.com/guadalajara/casas-venta?pagina=89,9470000,4,5,408,Tepatitlán #62,44110,Vallarta Poniente,Guadalajara,Jalisco,México
1689264040-1478,https://propiedades.com/guadalajara/casas-venta?pagina=89,2950000,5,2,252,Basilio E. Aguilar #2816,44740,San Isidro,Guadalajara,Jalisco,México
1689264040-1479,https://propiedades.com/guadalajara/casas-venta?pagina=89,8500000,4,3,391,MALLORCA #1,44610,Lomas Del Country,Guadalajara,Jalisco,México
1689264040-1480,https://propiedades.com/guadalajara/casas-venta?pagina=89,1690000,4,2,136,Marcelino Mangas #3466,44970,Francisco Villa,Guadalajara,Jalisco,México
1689264040-1481,https://propiedades.com/guadalajara/casas-venta?pagina=89,2950000,3,2,174,"Cuba 280, Del Sur, Guadalajara #280",44920,Del Sur,Guadalajara,Jalisco,México
1689264040-1482,https://propiedades.com/guadalajara/casas-venta?pagina=89,1650000,3,1,106,Jose Fernandez #4240,44948,Villa Hermosa,Guadalajara,Jalisco,México
1689264040-1483,https://propiedades.com/guadalajara/casas-venta?pagina=89,2950000,3,2,174,cuba #280,44920,Del Sur,Guadalajara,Jalisco,México
1689264040-1484,https://propiedades.com/guadalajara/casas-venta?pagina=89,4600000,4,2,213,Pedro M. Velez #778,44840,Lomas Del Paradero,Guadalajara,Jalisco,México
1689264040-1485,https://propiedades.com/guadalajara/casas-venta?pagina=89,707268,2,1,100,VASLLE DE SAN MOISES #0,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689264040-1486,https://propiedades.com/guadalajara/casas-venta?pagina=89,9000000,5,6,338,Amsterdam #1483,44130,Arcos,Guadalajara,Jalisco,México
1689264040-1487,https://propiedades.com/guadalajara/casas-venta?pagina=89,9000000,5,6,338,Amsterdam #1483,44130,Arcos Vallarta,Guadalajara,Jalisco,México
1689264040-1488,https://propiedades.com/guadalajara/casas-venta?pagina=89,4300000,4,2,219,Jose Maía Iglesias #3937,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689264048-1489,https://propiedades.com/guadalajara/casas-venta?pagina=88,2277890,3,2,140,Jesús Gomez Fregoso. #728,44820,Insurgentes 1a Secc,Guadalajara,Jalisco,México
1689264048-1490,https://propiedades.com/guadalajara/casas-venta?pagina=88,2842850,4,3,230,ANA MARIA SANCHEZ #829,44820,Insurgentes 1a Secc,Guadalajara,Jalisco,México
1689264048-1491,https://propiedades.com/guadalajara/casas-venta?pagina=88,1030000,3,1,75,hacienda medocina #2732,44727,Tetlán Rio Verde,Guadalajara,Jalisco,México
1689264048-1492,https://propiedades.com/guadalajara/casas-venta?pagina=88,2250000,5,2,180,esperanza #861,44300,Esperanza,Guadalajara,Jalisco,México
1689264048-1493,https://propiedades.com/guadalajara/casas-venta?pagina=88,2995000,3,2,200,Av Javier Mina #2700,44755,Rinconada San Andres,Guadalajara,Jalisco,México
1689264048-1494,https://propiedades.com/guadalajara/casas-venta?pagina=88,2950000,5,2,251,BASILIO E AGUILAR  #2816,44740,San Isidro,Guadalajara,Jalisco,México
1689264048-1495,https://propiedades.com/guadalajara/casas-venta?pagina=88,2195000,3,2,120,Isla Salomon #2855,44950,Jardines de San José,Guadalajara,Jalisco,México
1689264048-1496,https://propiedades.com/guadalajara/casas-venta?pagina=88,8400000,4,3,320,Santa Fe #3103,44658,Providencia Sur,Guadalajara,Jalisco,México
1689264048-1497,https://propiedades.com/guadalajara/casas-venta?pagina=88,3500000,5,3,290,Andalucia #2284,44220,Guadalupana Norte,Guadalajara,Jalisco,México
1689264048-1498,https://propiedades.com/guadalajara/casas-venta?pagina=88,5500000,9,3,378,cabañas #424,44360,Sagrado Corazón,Guadalajara,Jalisco,México
1689264048-1499,https://propiedades.com/guadalajara/casas-venta?pagina=88,4600000,4,2,213,Pedro M. velez #778,44840,Lomas Del Paradero,Guadalajara,Jalisco,México
1689264048-1500,https://propiedades.com/guadalajara/casas-venta?pagina=88,8510000,11,6,407,KILIMANJARO #1657,44290,Independencia,Guadalajara,Jalisco,México
1689264048-1501,https://propiedades.com/guadalajara/casas-venta?pagina=88,5800000,6,4,350,PABLO VALDEZ #1622,44730,San Juan Bosco,Guadalajara,Jalisco,México
1689264048-1502,https://propiedades.com/guadalajara/casas-venta?pagina=88,8500000,4,3,391,MALLORCA #1448,44610,Lomas Del Country,Guadalajara,Jalisco,México
1689264048-1503,https://propiedades.com/guadalajara/casas-venta?pagina=88,13950000,5,4,780,LA LUNA #2910,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689264048-1504,https://propiedades.com/guadalajara/casas-venta?pagina=88,10900000,4,4,439,Av. Manuel Acuña #3438,44690,Rinconada Santa Rita,Guadalajara,Jalisco,México
1689264048-1505,https://propiedades.com/guadalajara/casas-venta?pagina=88,10600000,3,4,487,ESMERALDA #2503,44550,Verde Valle,Guadalajara,Jalisco,México
1689264048-1506,https://propiedades.com/guadalajara/casas-venta?pagina=88,3300000,6,3,265,Pedro María Anaya #2754,44750,Libertad,Guadalajara,Jalisco,México
1689264048-1507,https://propiedades.com/guadalajara/casas-venta?pagina=88,10900000,4,4,439,Av. Manuel Acuña #3438,44690,Rinconada Santa Rita,Guadalajara,Jalisco,México
1689264048-1508,https://propiedades.com/guadalajara/casas-venta?pagina=88,10500000,4,6,402,Jesús García #2892,44670,Prados de Providencia,Guadalajara,Jalisco,México
1689264048-1509,https://propiedades.com/guadalajara/casas-venta?pagina=88,10500000,4,4,461,Topacio #2475,44550,Verde Valle,Guadalajara,Jalisco,México
1689264048-1510,https://propiedades.com/guadalajara/casas-venta?pagina=88,3300000,6,3,265,Pedro María Anaya #2754,44750,Libertad,Guadalajara,Jalisco,México
1689264048-1511,https://propiedades.com/guadalajara/casas-venta?pagina=88,11770000,7,6,486,Turquesa #3258,44560,Fraccionamiento Residencial Victoria,Guadalajara,Jalisco,México
1689264048-1512,https://propiedades.com/guadalajara/casas-venta?pagina=88,13000000,3,3,400,Mallorca #1484,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264056-1513,https://propiedades.com/guadalajara/casas-venta?pagina=87,7800000,4,3,414,Fuego #1060,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689264056-1514,https://propiedades.com/guadalajara/casas-venta?pagina=87,22700000,5,5,570,Pablo Neruda #3369,44660,Colinas de San Javier,Guadalajara,Jalisco,México
1689264056-1515,https://propiedades.com/guadalajara/casas-venta?pagina=87,2995000,4,1,340,Balbino Davalos #466,44280,El Retiro,Guadalajara,Jalisco,México
1689264056-1516,https://propiedades.com/guadalajara/casas-venta?pagina=87,10750000,3,4,481,Otranto #3068,44639,Providencia 4a Secc,Guadalajara,Jalisco,México
1689264056-1517,https://propiedades.com/guadalajara/casas-venta?pagina=87,7800000,4,3,414,Fuego #1060,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689264056-1518,https://propiedades.com/guadalajara/casas-venta?pagina=87,8500000,3,3,317,San Juan de los Lagos #105,44110,Vallarta Poniente,Guadalajara,Jalisco,México
1689264056-1519,https://propiedades.com/guadalajara/casas-venta?pagina=87,15490000,3,4,505,BARRANQUILLA #2919,44660,Colomos Providencia,Guadalajara,Jalisco,México
1689264056-1520,https://propiedades.com/guadalajara/casas-venta?pagina=87,20500000,4,5,590,mar rojo #2079,44610,Lomas Del Country,Guadalajara,Jalisco,México
1689264056-1521,https://propiedades.com/guadalajara/casas-venta?pagina=87,13000000,3,3,400,Mallorca #1484,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264056-1522,https://propiedades.com/guadalajara/casas-venta?pagina=87,9900000,5,3,395,Benjamin Romero #18,44690,Vallarta San Jorge,Guadalajara,Jalisco,México
1689264056-1523,https://propiedades.com/guadalajara/casas-venta?pagina=87,18440000,3,4,352,Mar Rojo #2128,44610,Country Club,Guadalajara,Jalisco,México
1689264056-1524,https://propiedades.com/guadalajara/casas-venta?pagina=87,2790000,4,2,200,Siderurgia #1358,44490,Parque Industrial El Álamo,Guadalajara,Jalisco,México
1689264056-1525,https://propiedades.com/guadalajara/casas-venta?pagina=87,4300000,4,2,219,Jose Maía Iglesias #3937,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689264056-1526,https://propiedades.com/guadalajara/casas-venta?pagina=87,8500000,4,3,391,MALLORCA #1448,44610,Lomas Del Country,Guadalajara,Jalisco,México
1689264056-1527,https://propiedades.com/guadalajara/casas-venta?pagina=87,1970000,4,2,175,hacienda cienega de mata #1759,44720,Balcones de Oblatos,Guadalajara,Jalisco,México
1689264056-1528,https://propiedades.com/guadalajara/casas-venta?pagina=87,1730000,3,3,100,Isla Filipinas #2316,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689264056-1529,https://propiedades.com/guadalajara/casas-venta?pagina=87,3700000,3,2,153,Rio reforma #1846,44490,Parque Industrial El Álamo,Guadalajara,Jalisco,México
1689264056-1530,https://propiedades.com/guadalajara/casas-venta?pagina=87,3499000,4,2,194,Fray Nicolás Ornelas #2807,44860,Jardines de La Paz,Guadalajara,Jalisco,México
1689264056-1531,https://propiedades.com/guadalajara/casas-venta?pagina=87,2950000,3,3,174,Cuba #280,44920,Del Sur,Guadalajara,Jalisco,México
1689264056-1532,https://propiedades.com/guadalajara/casas-venta?pagina=87,1445000,3,3,135,Samuel Navarro #3718,44960,López Portillo,Guadalajara,Jalisco,México
1689264056-1533,https://propiedades.com/guadalajara/casas-venta?pagina=87,11999799,4,3,780,opalo #3375,44560,Fraccionamiento Residencial Victoria,Guadalajara,Jalisco,México
1689264056-1534,https://propiedades.com/guadalajara/casas-venta?pagina=87,10749700,4,4,450,Buenos Aires  #2478,44630,Providencia 1a Secc,Guadalajara,Jalisco,México
1689264056-1535,https://propiedades.com/guadalajara/casas-venta?pagina=87,10380000,4,4,377,BRASILIA #1,44660,Colomos Providencia,Guadalajara,Jalisco,México
1689264056-1536,https://propiedades.com/guadalajara/casas-venta?pagina=87,3450000,3,1,null,av de los maestros #142,44290,Independencia,Guadalajara,Jalisco,México
1689264066-1537,https://propiedades.com/guadalajara/casas-venta?pagina=86,2950000,3,2,174,CUBA #280,44920,Del Sur,Guadalajara,Jalisco,México
1689264066-1538,https://propiedades.com/guadalajara/casas-venta?pagina=86,10800000,3,4,288,Hipodromo #1910,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264066-1539,https://propiedades.com/guadalajara/casas-venta?pagina=86,8890000,4,2,245,José María Heredia #2650,44657,Lomas de Guevara,Guadalajara,Jalisco,México
1689264066-1540,https://propiedades.com/guadalajara/casas-venta?pagina=86,1650000,2,1,104,Benjamin Gutierrez #4195,44240,Rancho Nuevo 1ra. Sección,Guadalajara,Jalisco,México
1689264066-1541,https://propiedades.com/guadalajara/casas-venta?pagina=86,16900000,9,8,538,Guadalupe zuno Hernández #2163,44200,Capilla de Jesús,Guadalajara,Jalisco,México
1689264066-1542,https://propiedades.com/guadalajara/casas-venta?pagina=86,9100000,3,4,420,cometa #2891,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México
1689264066-1543,https://propiedades.com/guadalajara/casas-venta?pagina=86,1138200,3,2,113,POTRERO DEL LLANO #1472,44960,18 de marzo,Guadalajara,Jalisco,México
1689264066-1544,https://propiedades.com/guadalajara/casas-venta?pagina=86,1629026,3,2,180,TERRALTA #177,44990,Terralta,Guadalajara,Jalisco,México
1689264066-1545,https://propiedades.com/guadalajara/casas-venta?pagina=86,18440000,3,4,352,MAR ROJO #2128,44610,Country Club,Guadalajara,Jalisco,México
1689264066-1546,https://propiedades.com/guadalajara/casas-venta?pagina=86,18440000,3,4,352,Mar Rojo #2128,44610,Country Club,Guadalajara,Jalisco,México
1689264066-1547,https://propiedades.com/guadalajara/casas-venta?pagina=86,8500000,3,3,317,San Juan de los Lagos #105,44110,Vallarta Poniente,Guadalajara,Jalisco,México
1689264066-1548,https://propiedades.com/guadalajara/casas-venta?pagina=86,2300000,3,2,200,HACIENDA DEL CARMEN #1514,44700,Oblatos,Guadalajara,Jalisco,México
1689264066-1549,https://propiedades.com/guadalajara/casas-venta?pagina=86,4750501,3,2,162,Calle Perla #2737,44560,Fraccionamiento Residencial Victoria,Guadalajara,Jalisco,México
1689264066-1550,https://propiedades.com/guadalajara/casas-venta?pagina=86,2100000,2,1,178,Hacienda del Lazo #1492,44720,Balcones de Oblatos,Guadalajara,Jalisco,México
1689264066-1551,https://propiedades.com/guadalajara/casas-venta?pagina=86,10500000,4,3,489,juan palomar y arias #124,44690,Vallarta Norte,Guadalajara,Jalisco,México
1689264066-1552,https://propiedades.com/guadalajara/casas-venta?pagina=86,9900000,5,3,395,Benjamin Romero #18,44690,Vallarta San Jorge,Guadalajara,Jalisco,México
1689264066-1553,https://propiedades.com/guadalajara/casas-venta?pagina=86,7990000,6,1,463,Ingeniero Lucio Gutierrez #33,44130,Arcos Vallarta,Guadalajara,Jalisco,México
1689264066-1554,https://propiedades.com/guadalajara/casas-venta?pagina=86,4100000,4,2,219,José María Iglesias #3939,44768,Joaquín Aarón,Guadalajara,Jalisco,México
1689264066-1555,https://propiedades.com/guadalajara/casas-venta?pagina=86,6950000,5,2,260,Polibio #145,44690,Vallarta San Jorge,Guadalajara,Jalisco,México
1689264066-1556,https://propiedades.com/guadalajara/casas-venta?pagina=86,2300000,3,2,200,HACIENDA DEL CARMEN  #1514,44700,Oblatos,Guadalajara,Jalisco,México
1689264066-1557,https://propiedades.com/guadalajara/casas-venta?pagina=86,4600000,3,2,147,José Guadalupe Montenegro #1638,44160,Americana,Guadalajara,Jalisco,México
1689264066-1558,https://propiedades.com/guadalajara/casas-venta?pagina=86,3499000,4,2,194,Fray nicolas ornelas #2807,44860,Jardines de La Paz,Guadalajara,Jalisco,México
1689264066-1559,https://propiedades.com/guadalajara/casas-venta?pagina=86,1285000,3,1,83,Gildardo Gómez  #1441,44760,Beatriz Hernández,Guadalajara,Jalisco,México
1689264066-1560,https://propiedades.com/guadalajara/casas-venta?pagina=86,2950000,5,2,252,Basilio E. Aguilar  #2816,44740,San Isidro,Guadalajara,Jalisco,México
1689264076-1561,https://propiedades.com/guadalajara/casas-venta?pagina=85,2500000,3,2,180,null,44700,Santa Cecilia 3a. Sección,Guadalajara,Jalisco,México
1689264076-1562,https://propiedades.com/guadalajara/casas-venta?pagina=85,8754000,4,4,400,null,44550,Verde Valle Anexo,Guadalajara,Jalisco,México
1689264076-1563,https://propiedades.com/guadalajara/casas-venta?pagina=85,961200,4,3,160,null,44540,Bosques Del Valle,Guadalajara,Jalisco,México
1689264076-1564,https://propiedades.com/guadalajara/casas-venta?pagina=85,3418000,2,3,304,null,44350,Santa María,Guadalajara,Jalisco,México
1689264076-1565,https://propiedades.com/guadalajara/casas-venta?pagina=85,8754650,4,3,325,null,44540,Bosques Del Valle,Guadalajara,Jalisco,México
1689264076-1566,https://propiedades.com/guadalajara/casas-venta?pagina=85,812000,3,2,null,null,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689264076-1567,https://propiedades.com/guadalajara/casas-venta?pagina=85,2425500,3,2,null,null,44810,San Andrés,Guadalajara,Jalisco,México
1689264076-1568,https://propiedades.com/guadalajara/casas-venta?pagina=85,1503399,3,2,null,null,44950,Residencial La Cruz,Guadalajara,Jalisco,México
1689264076-1569,https://propiedades.com/guadalajara/casas-venta?pagina=85,2688296,3,2,null,null,44820,Tetlán,Guadalajara,Jalisco,México
1689264076-1570,https://propiedades.com/guadalajara/casas-venta?pagina=85,390000,3,1,130,null,44430,Olímpica,Guadalajara,Jalisco,México
1689264076-1571,https://propiedades.com/guadalajara/casas-venta?pagina=85,1117464,3,1,150,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689264076-1572,https://propiedades.com/guadalajara/casas-venta?pagina=85,1341600,3,2,120,null,44467,Rincón de Agua Azul,Guadalajara,Jalisco,México
1689264076-1573,https://propiedades.com/guadalajara/casas-venta?pagina=85,886600,2,1,45,null,44725,Plutarco Elias Calles 2,Guadalajara,Jalisco,México
1689264076-1574,https://propiedades.com/guadalajara/casas-venta?pagina=85,390000,4,2,190,null,44300,Esperanza,Guadalajara,Jalisco,México
1689264076-1575,https://propiedades.com/guadalajara/casas-venta?pagina=85,823209,2,1,50,null,44810,San Andrés,Guadalajara,Jalisco,México
1689264076-1576,https://propiedades.com/guadalajara/casas-venta?pagina=85,1530049,3,2,95,null,44730,Antigua Penal de Oblatos,Guadalajara,Jalisco,México
1689264076-1577,https://propiedades.com/guadalajara/casas-venta?pagina=85,1236000,3,2,609,null,44820,Insurgentes La Presa,Guadalajara,Jalisco,México
1689264076-1578,https://propiedades.com/guadalajara/casas-venta?pagina=85,1104328,3,1,100,null,44306,La Cantera,Guadalajara,Jalisco,México
1689264076-1579,https://propiedades.com/guadalajara/casas-venta?pagina=85,5800000,6,4,350,PABLO VALDEZ #1622,44730,San Juan Bosco,Guadalajara,Jalisco,México
1689264076-1580,https://propiedades.com/guadalajara/casas-venta?pagina=85,13000000,3,3,400,Mallorca #1484,44620,Chapultepec Country,Guadalajara,Jalisco,México
1689264076-1581,https://propiedades.com/guadalajara/casas-venta?pagina=85,8500000,5,3,364,buenos aires #2626,44630,Providencia 2a Secc,Guadalajara,Jalisco,México
1689264076-1582,https://propiedades.com/guadalajara/casas-venta?pagina=85,10500000,4,3,489,juan palomar y arias #124,44690,Vallarta Norte,Guadalajara,Jalisco,México
1689264076-1583,https://propiedades.com/guadalajara/casas-venta?pagina=85,8510000,11,6,407,KILIMANJARO #1657,44290,Independencia,Guadalajara,Jalisco,México
1689264076-1584,https://propiedades.com/guadalajara/casas-venta?pagina=85,5250000,6,3,261,Diego Rivera #654,44270,Colinas de La Normal,Guadalajara,Jalisco,México
1689264083-1585,https://propiedades.com/guadalajara/casas-venta?pagina=84,975157,2,1,80,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689264083-1586,https://propiedades.com/guadalajara/casas-venta?pagina=84,1253163,3,2,100,null,44430,Olímpica,Guadalajara,Jalisco,México
1689264083-1587,https://propiedades.com/guadalajara/casas-venta?pagina=84,1270185,3,2,160,null,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México
1689264083-1588,https://propiedades.com/guadalajara/casas-venta?pagina=84,812358,3,2,100,null,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689264083-1589,https://propiedades.com/guadalajara/casas-venta?pagina=84,849248,3,2,100,null,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México
1689264083-1590,https://propiedades.com/guadalajara/casas-venta?pagina=84,3892000,3,2,115,null,44860,Jardines de La Paz Norte,Guadalajara,Jalisco,México
1689264083-1591,https://propiedades.com/guadalajara/casas-venta?pagina=84,840384,3,1,100,null,44948,Villa Hermosa,Guadalajara,Jalisco,México
1689264083-1592,https://propiedades.com/guadalajara/casas-venta?pagina=84,1185682,3,2,null,null,44240,Residencial San Elias,Guadalajara,Jalisco,México
1689264083-1593,https://propiedades.com/guadalajara/casas-venta?pagina=84,840000,3,2,120,null,44870,Atlas,Guadalajara,Jalisco,México
1689264083-1594,https://propiedades.com/guadalajara/casas-venta?pagina=84,789000,2,2,110,null,44870,Atlas,Guadalajara,Jalisco,México
1689264083-1595,https://propiedades.com/guadalajara/casas-venta?pagina=84,1420000,2,1,93,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689264083-1596,https://propiedades.com/guadalajara/casas-venta?pagina=84,728000,3,2,120,null,44790,Ampliación Lagos de Oriente,Guadalajara,Jalisco,México
1689264083-1597,https://propiedades.com/guadalajara/casas-venta?pagina=84,2600000,6,3,200,null,44750,Cuauhtémoc Popular,Guadalajara,Jalisco,México
1689264083-1598,https://propiedades.com/guadalajara/casas-venta?pagina=84,12500000,6,6,770,null,44730,Antigua Penal de Oblatos,Guadalajara,Jalisco,México
1689264083-1599,https://propiedades.com/guadalajara/casas-venta?pagina=84,11000000,3,3,280,null,44660,Colomos Providencia,Guadalajara,Jalisco,México
1689264083-1600,https://propiedades.com/guadalajara/casas-venta?pagina=84,728000,3,2,null,null,44720,Lomas de San Eugenio,Guadalajara,Jalisco,México
1689264083-1601,https://propiedades.com/guadalajara/casas-venta?pagina=84,10500000,4,3,330,null,44690,Vallarta Norte,Guadalajara,Jalisco,México
1689264083-1602,https://propiedades.com/guadalajara/casas-venta?pagina=84,3336456,4,3,242,null,44700,Guadalajara Oriente,Guadalajara,Jalisco,México
1689264083-1603,https://propiedades.com/guadalajara/casas-venta?pagina=84,2693588,4,2,250,null,44950,Jardines de La Cruz 2a. Sección,Guadalajara,Jalisco,México
1689264083-1604,https://propiedades.com/guadalajara/casas-venta?pagina=84,2265248,3,2,150,null,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689264083-1605,https://propiedades.com/guadalajara/casas-venta?pagina=84,3892000,3,2,115,null,44860,Jardines de La Paz Norte,Guadalajara,Jalisco,México
1689264083-1606,https://propiedades.com/guadalajara/casas-venta?pagina=84,3980000,2,2,122,null,44160,Americana,Guadalajara,Jalisco,México
1689264083-1607,https://propiedades.com/guadalajara/casas-venta?pagina=84,765000,2,1,65,null,44720,Villas de Guadalupe,Guadalajara,Jalisco,México
1689264083-1608,https://propiedades.com/guadalajara/casas-venta?pagina=84,11000000,4,3,220,null,44259,Panorámica Huentitán,Guadalajara,Jalisco,México
1689264091-1609,https://propiedades.com/guadalajara/casas-venta?pagina=83,2000000,4,2,400,arroyo de enmedio 1215 #1215,44700,Santa Cecilia 1a. sección,Guadalajara,Jalisco,México
1689264091-1610,https://propiedades.com/guadalajara/casas-venta?pagina=83,1500000,4,2,300,Calle General Amado Aguirre 543 #543,44298,Jardines Alcalde,Guadalajara,Jalisco,México
1689264091-1611,https://propiedades.com/guadalajara/casas-venta?pagina=83,823208,2,1,120,null,44810,San Andrés,Guadalajara,Jalisco,México
1689264091-1612,https://propiedades.com/guadalajara/casas-venta?pagina=83,4307383,2,1,67,null,44840,Lomas Del Paradero,Guadalajara,Jalisco,México
1689264091-1613,https://propiedades.com/guadalajara/casas-venta?pagina=83,2544000,4,4,402,null,44280,El Retiro,Guadalajara,Jalisco,México
1689264091-1614,https://propiedades.com/guadalajara/casas-venta?pagina=83,799351,2,1,85,null,44725,Plutarco Elias Calles 2,Guadalajara,Jalisco,México
1689264091-1615,https://propiedades.com/guadalajara/casas-venta?pagina=83,1904000,4,4,250,null,44350,Lomas Independencia,Guadalajara,Jalisco,México
1689264091-1616,https://propiedades.com/guadalajara/casas-venta?pagina=83,2150000,3,2,180,null,44220,Guadalupana Sur,Guadalajara,Jalisco,México
1689264091-1617,https://propiedades.com/guadalajara/casas-venta?pagina=83,1810000,3,2,null,null,44350,Lomas Independencia,Guadalajara,Jalisco,México
